Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID
138,129.0,47,19,,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",ECMWF,HPE,United Kingdom,2016,Research,126468,,3944.68,4249.325,7171008.0,,65.457,1897.02,Submitted,2.079408757,,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Europe,47752,178749
139,130.0,57,105,,"SX-Aurora TSUBASA A412-8, Vector Engine Type10AE 8C 1.58GHz, InfiniBand HDR 100",Deutscher Wetterdienst,NEC,Germany,2020,Research,18688,,3870.1,5605.63,3516816.0,,213.77,647.99,Submitted,5.972468711,,Cluster,Vector Engine Type10AE 8C 1.58GHz,NEC Vector Engine,1584,VEOS,Linux,None,8,Vector Engine,SX-Aurora TSUBASA A412-8,SX-Aurora TSUBASA,Infiniband,InfiniBand HDR 100,Europe,47712,179928
140,131.0,57,106,VEGA HPC CPU,"BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, Mellanox InfiniBand HDR100",IZUM,Atos,Slovenia,2021,Research,122880,,3822.0,5367.0,5140224.0,,48.601,,,,,Cluster,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,Linux,Linux,None,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,InfiniBand HDR100,Europe,50864,179936
142,,60,142,hotlum,"HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, Slingshot-11",Hewlett Packard Enterprise,HPE,France,2022,Vendor,116736,,3807.96,4576.0512,6856320.0,,,,,,,MPP,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,HPE Cray OS,Linux,None,64,AMD Milan,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-11,Europe,50928,180094
143,132.0,51,39,Pratyush,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Indian Institute of Tropical Meteorology,HPE,India,2018,Research,119232,,3763.94,4006.195,5935104.0,,,1353.23,Submitted,2.78144883,,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Asia,50296,179416
144,133.0,53,54,,"Apollo 6500 XL270d Gen10, Xeon Gold 6150/6152 18C 2.7GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",SAKURA Internet Inc. / Prunus Solutions Inc.,HPE,Japan,2019,Industry,65208,61440.0,3712.0,5365.0944,1769472.0,,87.12,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,2700,CentOS,Linux,NVIDIA Tesla V100 SXM2,18,Xeon Gold,Apollo 6500 XL270d Gen10,HPE Apollo,Infiniband,Mellanox InfiniBand EDR,Asia,50809,179696
145,134.0,56,79,LLNL Ruby,"Supermicro SYS-2029TP-HTR, Xeon Platnium 8276L 28C 2.2GHz, Cornelis Networks Omni-Path",Lawrence Livermore National Laboratory,Supermicro,United States,2020,Research,85568,,3700.15,6023.99,5754624.0,,,,,,,Cluster,Xeon Platinum 8276L 28C 2.2GHz,Intel Cascade lake,2200,Linux/TOSS,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),Supermicro SYS-2029TP-HTR,Supermicro SuperServer,Omnipath,Cornelis Networks Omni-Path,North America,48247,179866
147,137.0,57,111,IARA,"NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 SXM4 40 GB, Infiniband",SiDi,Nvidia,Brazil,2021,Research,24800,21600.0,3657.0,4130.4,1392158.0,,,,,,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Ubuntu,Linux,NVIDIA A100 SXM4 40 GB,64,AMD Rome,NVIDIA DGX A100,NVIDIA DGX,Infiniband,Infiniband,South America,50863,179931
149,139.0,52,52,Joule 2.0,"HP ProLiant XL170r/XL190r/DL360 Gen10, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path, NVIDIA Tesla P100",DOE/National Energy Technology Laboratory,HPE,United States,2018,Research,86400,11200.0,3608.62,5750.784,4049664.0,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla P100,20,Xeon Gold,HP ProLiant XL170r/XL190r/DL360 Gen10,HP Cluster,Omnipath,Intel Omni-Path,North America,50452,179599
150,140.0,51,53,Niagara,"ThinkSystem SD530, Xeon Gold 6248 20C 2.5GHz, InfiniBand HDR100",SciNet/University of Toronto/Compute Canada,Lenovo,Canada,2017,Research,80640,,3599.65999,6253.056,3276672.0,,,919.42,Submitted,3.915142144,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,CentOS,Linux,None,20,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Infiniband,4xEDR Infiniband,North America,50206,179408
152,141.0,44,11,,"Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40",Government,HPE,United States,2014,Government,72800,62400.0,3577.0,6131.84,2336000.0,,,1498.9,Submitted,2.386416706,,Cluster,Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,Linux,Linux,NVIDIA Tesla K40,10,Intel Xeon E5 (IvyBridge),Cray CS-Storm,Cray CS-Storm,Infiniband,Infiniband FDR,North America,50046,178445
153,142.0,45,15,,"Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40",Government,HPE,United States,2015,Government,72800,62400.0,3577.0,6131.84,2336000.0,,,1498.9,Submitted,2.386416706,,Cluster,Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,Linux,Linux,NVIDIA Tesla K40,10,Intel Xeon E5 (IvyBridge),Cray CS-Storm,Cray CS-Storm,Infiniband,Infiniband FDR,North America,50046,178519
155,,60,155,NOBZ1,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",Software Company MBZ,Lenovo,Brazil,2022,Industry,80640,,3545.65,6967.3,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,South America,50934,180098
156,,60,156,AIC1,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",Software Company MIR,Lenovo,Ireland,2022,Industry,80640,,3545.65,6967.3,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50910,180104
157,144.0,58,130,B1A,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,80640,,3545.65,6967.3,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179989
159,146.0,59,146,ATOS THX.A.B,"BullSequana XH2000, Xeon Platinum 8358 32C 2.6GHz, NVIDIA A100 SXM4 64 GB, Quad-rail NVIDIA HDR100 Infiniband",Atos,Atos,France,2022,Vendor,25056,23328.0,3505.0,4982.17,1370880.0,,,86.06,Submitted,40.72739949,,Cluster,Xeon Platinum 8358 32C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,NVIDIA A100 SXM4 64 GB,32,Xeon® Platinum 83xx (Ice Lake),BullSequana XH2000,BullSequana,Infiniband,Quad-rail NVIDIA HDR100 Infiniband,Europe,50630,180070
160,147.0,56,86,Unizah-II,"Cray CS500, Xeon Gold 6248 20C 2.5GHz, 10G Ethernet",Saudi Aramco,HPE,Saudi Arabia,2020,Industry,85560,,3487.91,6844.8,9471744.0,,,,,,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,RHEL 7.7,Linux,None,20,Xeon Gold 62xx (Cascade Lake),Cray CS500,Cray CS,Gigabit Ethernet,10G Ethernet,Asia,48751,179884
161,148.0,56,87,Ohtaka,"PowerEdge C6525, AMD EPYC 7702 64C 2GHz, Mellanox HDR Infiniband","The Institute for Solid State Physics, The University of Tokyo",DELL EMC,Japan,2020,Research,215040,,3486.1,6881.28,5811840.0,,,,,,,Cluster,AMD EPYC 7702 64C 2GHz,AMD Zen-2 (Rome),2000,Red Hat Enterprise Linux,Linux,None,64,AMD Rome,PowerEdge C6525,Dell PowerEdge Cluster,Infiniband,Mellanox HDR Infiniband,Asia,50562,179882
162,,60,162,BA1A,"ThinkSystem HR650X, Intel Xeon Gold 8350C 32C 2.6GHz, 25G Ethernet",Service Provider B,Lenovo,China,2022,Industry,81920,,3476.28,6815.74,5724288.0,,,,,,,Cluster,Intel Xeon Gold 8350C 32C 2.6GHz,Intel Cascade lake,2600,Linux,Linux,None,32,Xeon Platinum 82xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50941,180113
163,149.0,58,135,CARO,"NEC HPC2808Ri-2, AMD EPYC 7702 64C 2GHz, InfiniBand HDR100",German Aerospace Center,NEC,Germany,2021,Research,174592,,3458.3,5586.94,5638464.0,192.0,66.0118,,,,,Cluster,AMD EPYC 7702 64C 2GHz,AMD Zen-2 (Rome),2000,Rocky Linux 8.4,Linux,None,64,AMD Rome,NEC HPC2808Ri-2,NEC Cluster,Infiniband,InfiniBand HDR100,Europe,50899,180038
164,150.0,56,88,davinci-1,"BullSequana X, AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR Infiniband",Leonardo SpA,Atos,Italy,2020,Others,38400,34560.0,3449.0,6412.03,1290240.0,,108.668,,,,,Cluster,AMD EPYC 7402 24C 2.8GHz,AMD Zen-2 (Rome),2800,Linux,Linux,NVIDIA A100,24,AMD Rome,BullSequana X,BullSequana,Infiniband,Mellanox HDR Infiniband,Europe,50840,179877
165,200.0,59,200,Tenaya,"HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11",DOE/NNSA/LLNL,HPE,United States,2022,Research,22656,21120.0,3411.16,4369.15,,,,,,,,MPP,AMD Optimized 3rd Generation EPYC 64C 2GHz,AMD Zen-3 (Milan),2000,HPE Cray OS,Linux,AMD Instinct MI250X,64,AMD Milan,HPE Cray EX235a,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,49763,180057
167,199.0,59,199,ASPIRE 2A (GPU Partition),"HPE Cray EX235n, Apollo 6500, AMD EPYC 7713 64C 2GHz, NVIDIA A100 SXM4 40 GB, Slingshot-10",National Supercomputing Centre Singapore,HPE,Singapore,2022,Research,43648,38016.0,3328.0,6483.88,1263744.0,,85.8591,,,,,Cluster,AMD EPYC 7713 64C 2GHz,AMD Zen-3 (Milan),2000,RHEL 8.3,Linux,NVIDIA A100 SXM4 40 GB,64,AMD Milan,Apollo 6500 XL675d,HPE Apollo,Gigabit Ethernet,Slingshot-10,Asia,50631,180077
168,152.0,45,16,Topaz,"SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR",ERDC DSRC,HPE,United States,2015,Research,124200,,3318.95,4570.56,5779200.0,,,5175.0,Submitted,0.6413429952,,Cluster,Xeon E5-2699v3 18C 2.3GHz,Intel Haswell,2300,SUSE Linux Enterprise Server 11,Linux,None,18,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,47771,178523
169,153.0,49,32,,"NVIDIA DGX-1/Relion 2904GT, Xeon E5-2698v4 20C 2.2GHz/ E5-2650v4, Infiniband EDR, NVIDIA Tesla P100/Quadro GP100",Facebook,Self-made,United States,2017,Industry,60512,55552.0,3307.0,4896.512,1419545.0,,,349.5,Submitted,9.462088698,,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,2200,Ubuntu,Linux,NVIDIA Tesla P100,20,Intel Xeon E5 (Broadwell),NVIDIA DGX-1/Relion 2904GT,Hybrid Cluster,Infiniband,Infiniband EDR,North America,50701,179068
170,154.0,58,140,Topaze-cpu,"BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, InfiniBand HDR100",Commissariat a l'Energie Atomique (CEA)/CCRT,Atos,France,2021,Research,110592,,3261.02,4335.21,3709440.0,,42.6393,,,,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,None,64,AMD Milan,BullSequana XH2000,BullSequana,Infiniband,InfiniBand HDR100,Europe,50207,180014
171,155.0,57,124,,"SX-Aurora TSUBASA A412-8, Vector Engine Type10AE 8C 1.58GHz, Mellanox InfiniBand HDR100",Deutscher Wetterdienst,NEC,Germany,2020,Research,14336,,3250.4,4282.08,3073770.0,,203.0,565.08,Submitted,5.752105897,,Cluster,Vector Engine Type10AE 8C 1.58GHz,NEC Vector Engine,1584,VEOS,Linux,None,8,Vector Engine,SX-Aurora TSUBASA A412-8,SX-Aurora TSUBASA,Infiniband,InfiniBand HDR100,Europe,47712,179973
172,156.0,51,47,Damson,"Bull Sequana X1000, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR",AWE,Atos,United Kingdom,2017,Research,113832,,3243.41,3791.5776,5543424.0,,,1134.0,Submitted,2.860149912,,Cluster,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,bullx SCS,Linux,None,18,Intel Xeon E5 (Broadwell),BullSequana X1000,BullSequana,Infiniband,Infiniband EDR,Europe,47363,179409
173,157.0,54,69,LLNL/NNSA CTS-1 MAGMA,"Relion Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Intel Omni-Path",Lawrence Livermore National Laboratory,Penguin Computing,United States,2019,Research,62400,,3241.24,4592.64,5177088.0,,,887.0,Submitted,3.65416009,,Cluster,Intel Xeon Platinum 9242 48C 2.3GHz,Intel Cascade lake,2300,Linux/TOSS,Linux,None,48,Xeon Platinum 92xx (Cascade Lake),Relion Cluster,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,48247,179774
175,158.0,51,48,Mustang,"HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path",Air Force Research Laboratory,HPE,United States,2018,Government,55296,,3221.4,4777.574,4866048.0,,,,,,,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Red Hat Enterprise Linux,Linux,None,24,Xeon Platinum,HPE SGI 8600,HPE SGI 8600,Omnipath,Intel Omni-Path,North America,49284,179426
177,160.0,43,12,HPC2,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x",Eni S.p.A.,IBM,Italy,2014,Industry,72000,42000.0,3188.0,4605.0,3978240.0,,48.9,1227.0,Submitted,2.598207009,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,NVIDIA Tesla K20x,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Europe,50489,178425
179,161.0,53,142,Fênix,"Bull 4029GP-TVRT, Xeon Gold 5122 4C 3.6GHz, NVIDIA Tesla V100, Infiniband EDR",Petróleo Brasileiro S.A,Atos,Brazil,2019,Industry,60480,57600.0,3161.0,5371.776,1677312.0,,,389.76,Submitted,8.110119048,,Cluster,Xeon Gold 5122 4C 3.6GHz,Intel Skylake,3600,CentOS,Linux,NVIDIA Tesla V100,4,Xeon Gold,Bull 4029GP-TVRT,Bull Cluster,Infiniband,Infiniband EDR,South America,49587,179681
181,163.0,58,148,,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,71680,,3151.69,6193.15,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179978
182,164.0,58,149,B5A,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,71680,,3151.69,6193.15,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179979
183,,60,183,AID1,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",Software Company MIR,Lenovo,Ireland,2022,Industry,71680,,3151.68,6193.15,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50910,180100
184,,60,184,NOJP1,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",Software Company MJP,Lenovo,Japan,2022,Industry,71680,,3151.68,6193.15,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Asia,50932,180097
185,,60,185,NONY1,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",Software Company MNY,Lenovo,Norway,2022,Industry,71680,,3151.68,6193.15,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50936,180099
186,,60,186,NO6,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",Software Company MUS,Lenovo,United States,2022,Industry,71680,,3151.68,6193.15,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180101
188,166.0,43,11,,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ",Government,HPE,United States,2014,Government,225984,,3143.52,4881.2544,2541684.0,,,6327.55,Submitted,0.496798919,,MPP,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,North America,50046,178432
189,,60,189,B2G,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MNED,Lenovo,Netherlands,2022,Industry,92160,,3131.25,6193.15,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50909,180117
190,167.0,58,152,A1C,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MSG,Lenovo,Singapore,2021,Industry,92160,,3131.25,6193.15,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Asia,50912,180022
191,168.0,58,153,A5A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,92160,,3131.25,6193.15,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179997
192,169.0,58,154,A1A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,92160,,3131.25,6193.15,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180001
193,170.0,58,155,A1A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,92160,,3131.25,6193.15,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180002
194,,60,194,NO4,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2022,Industry,92160,,3131.25,6193.15,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180108
195,171.0,45,19,Thunder,"SGI ICE X, Xeon E5-2699v3/E5-2697 v3, Infiniband FDR, NVIDIA Tesla K40, Intel Xeon Phi 7120P",Air Force Research Laboratory,HPE,United States,2015,Government,152692,27056.0,3126.24,5610.481,5572800.0,,,4819.5,Submitted,0.6486647993,,Cluster,Xeon E5-2699v3 18C 2.3GHz,Intel Haswell,2300,SUSE Linux Enterprise Server 11,Linux,NVIDIA Tesla K40/Intel Xeon Phi 7120P,18,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,49284,178524
196,172.0,57,134,VEGA HPC GPU,"BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, NVIDIA A100, Infiniband HDR",IZUM,Atos,Slovenia,2021,Research,33600,25920.0,3096.0,4680.0,1152000.0,,77.547,,,,,Cluster,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,Linux,Linux,NVIDIA A100,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,Infiniband HDR,Europe,50864,179937
197,173.0,54,75,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,76000,,3088.64,6080.0,6039936.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179750
198,174.0,56,104,Alps,"HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",Swiss National Supercomputing Centre (CSCS),HPE,Switzerland,2020,Research,128000,,3088.6,4608.0,5108800.0,,,637.95,Submitted,4.841445254,,MPP,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,HPE Cray OS,Linux,None,64,AMD Rome,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Europe,50422,179900
200,175.0,55,87,Numerical Materials Simulator,"HPE SGI 8600, Xeon Platinum 8268 24C 2.9GHz, Dual-rail Intel Omni-Path",National Institute for Materials Science,HPE,Japan,2020,Research,53568,,3082.12,4971.1104,3805824.0,,,691.2,Submitted,4.459085648,,Cluster,Xeon Platinum 8268 24C 2.9GHz,Intel Cascade lake,2900,CentOS,Linux,None,24,Xeon Platinum 82xx (Cascade Lake),HPE SGI 8600,HPE SGI 8600,Omnipath,Dual-rail Intel Omni-Path,Asia,49749,179847
201,176.0,55,88,Hera,"Cray CS500, Xeon Gold 6148 20C 2.4GHz, Infiniband HDR",NOAA Environmental Security Computer Center,HPE,United States,2019,Research,63840,,3080.85,4884.48,4012032.0,,43.673,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,CentOS,Linux,None,20,Xeon Gold,Cray CS500,Cray CS,Infiniband,Infiniband HDR,North America,50371,179864
204,179.0,45,56,Mistral,"bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz/E5-2695V4 18C  2.1Ghz, Infiniband FDR",DKRZ - Deutsches Klimarechenzentrum,Atos,Germany,2015,Research,99072,,3010.68,3962.88,4437696.0,,44.106,1116.0,Submitted,2.697741935,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Bullx Linux,Linux,None,12,Intel Xeon E5 (Haswell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Europe,47642,178567
205,,60,205,NO3,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2022,Industry,88320,,3000.78,5935.1,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180109
206,180.0,54,81,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,73600,,2994.04,5888.0,5943552.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179746
207,181.0,58,166,HHH1,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2021,Industry,80640,,2975.29,6451.2,5679360.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50854,180011
208,182.0,58,167,III1,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2021,Industry,79680,,2975.08,6374.4,5645568.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50854,180004
