Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID
277,249.0,51,66,Mihir,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",National Centre for Medium Range Weather Forecasting,HPE,India,2018,Research,83592,,2570.4,2808.691,3349440.0,,,954.73,Submitted,2.692279493,,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Asia,50235,179418
278,250.0,36,1,Tianhe-1A,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050",National Supercomputing Center in Tianjin,NUDT,China,2010,Research,186368,100352.0,2566.0,4701.0,3600000.0,1000000.0,,4040.0,Submitted,0.6351485149,,MPP,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Asia,50310,176929
279,251.0,56,146,Spartan2,"Bull Sequana XH2000 , AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR Infiniband",Atos,Atos,France,2020,Vendor,23040,20736.0,2566.0,3847.22,981504.0,,66.6999,105.76,Submitted,24.26248109,,Cluster,AMD EPYC 7402 24C 2.8GHz,AMD Zen-2 (Rome),2800,Linux,Linux,NVIDIA A100,24,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,Mellanox HDR Infiniband,Europe,50630,179893
280,252.0,51,68,PAI-BSystem,"Sugon TC4600LP/W740I, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR, NVIDIA Tesla P100",China Meteorological Administration,Sugon,China,2018,Research,50816,2688.0,2547.0,4229.8496,5498000.0,,,710.0,Submitted,3.587323944,,Cluster,Xeon Gold 6142 16C 2.6GHz,Intel Skylake,2600,RHEL 7.3,Linux,NVIDIA Tesla P100,16,Xeon Gold,Sugon TC4600LP,Sugon Cluster,Infiniband,Infiniband EDR,Asia,47551,179440
281,253.0,42,14,cascade,"Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",DOE/SC/Pacific Northwest National Laboratory,Atipa,United States,2013,Research,194616,171720.0,2539.13,3388.032,4032000.0,,,1384.0,Submitted,1.834631503,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Atipa Visione IF442 Blade Server,Atipa Cluster,Infiniband,Infiniband FDR,North America,48611,178250
282,254.0,58,233,Rattler,"PowerEdge XE8545, AMD EPYC 7713 64C 2GHz, NVIDIA A100 80GB​, Infiniband HDR200 dual rail",Dell Technologies HPC & AI Innovation Lab,DELL EMC,United States,2021,Vendor,26880,20736.0,2531.0,3940.61,999936.0,,43.25,,,,,Cluster,AMD EPYC 7713 64C 2GHz,AMD Zen-3 (Milan),2000,RHEL,Linux,NVIDIA A100 40GB,64,AMD Milan,PowerEdge XE8545,Dell PowerEdge Cluster,Infiniband,Infiniband HDR200 dual rail,North America,50904,180040
284,256.0,55,125,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2020,Industry,61440,,2487.09,4915.2,4957440.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179813
285,257.0,44,20,Excalibur,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),HPE,United States,2014,Government,100064,,2485.0,3682.3552,6441408.0,,,1465.78,Submitted,1.695343094,,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,50423,178447
288,260.0,55,128,,"Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet",Manufacturing Industry (O),Inspur,China,2020,Industry,50400,48000.0,2480.0,4680.0,1436000.0,,,,,,,Cluster,Xeon Gold 6242 16C 2.8GHz,Intel Cascade lake,2800,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50833,179829
289,261.0,55,129,,"Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet",Manufacturing Industry (O),Inspur,China,2020,Industry,50400,48000.0,2480.0,4680.0,1436000.0,,,,,,,Cluster,Xeon Gold 6242 16C 2.8GHz,Intel Cascade lake,2800,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50833,179830
291,263.0,57,200,Kay,"Liqid Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Infiniband HDR",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),Liqid,United States,2020,Government,46848,,2475.67,3448.01,3545846.0,,,,,,,Cluster,Intel Xeon Platinum 9242 48C 2.3GHz,Intel Cascade lake,2300,CentOS,Linux,None,48,Xeon Platinum 92xx (Cascade Lake),Liqid Cluster,Liqid Cluster,Infiniband,Infiniband HDR,North America,50423,179952
292,264.0,53,94,B1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,60000,,2462.4,4800.0,5366400.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179658
293,265.0,49,53,Centennial,"SGI ICE XA, Xeon E5-2698v4 20C 2.2GHz, Infiniband EDR",US Army Research Laboratory (ARL),HPE,United States,2017,Research,73920,,2443.7,2601.984,5127360.0,,,835.0,Submitted,2.926586826,,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,2200,RHEL 7.2,Linux,None,20,Intel Xeon E5 (Broadwell),SGI ICE XA,SGI ICE,Infiniband,Infiniband EDR,North America,49039,179105
294,266.0,51,74,PAI-ASystem,"Sugon TC4600, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR",China Meteorological Administration,Sugon,China,2017,Research,48128,,2435.0,4004.25,5572000.0,,,740.0,Submitted,3.290540541,,Cluster,Xeon Gold 6142 16C 2.6GHz,Intel Skylake,2600,Linux,Linux,None,16,Xeon Gold,Sugon TC4600,Sugon Cluster,Infiniband,Infiniband EDR,Asia,47551,179425
295,267.0,53,97,C1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,59200,,2433.83,4736.0,5330688.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179657
297,269.0,55,135,,"ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",DJIT Company,Lenovo,China,2020,Industry,115200,,2429.15,4239.36,8313984.0,,,,,,,Cluster,Xeon Gold 5218 16C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,16,Xeon Gold,ThinkSystem SR590,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50787,179820
298,270.0,53,98,D1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,58800,,2421.62,4704.0,5312640.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179656
299,271.0,55,137,,"ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,113600,,2399.59,4180.48,8256000.0,,,,,,,Cluster,Xeon Gold 5218 16C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,16,Xeon Gold,ThinkSystem SR590,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50329,179816
300,272.0,53,101,E1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,58000,,2392.38,4640.0,5276544.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179655
301,273.0,55,141,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2020,Industry,58560,,2379.87,4684.8,4839936.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179814
302,274.0,55,143,,"ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,112000,,2374.04,4121.6,8197632.0,,,,,,,Cluster,Xeon Gold 5218 16C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,16,Xeon Gold,ThinkSystem SR590,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50329,179817
303,275.0,58,256,B2F,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MNED,Lenovo,Netherlands,2021,Industry,53760,,2363.77,4644.86,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50909,179980
304,276.0,58,257,B2E,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MNED,Lenovo,Netherlands,2021,Industry,53760,,2363.77,4644.86,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50909,179984
305,277.0,58,258,B2B,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MNED,Lenovo,Netherlands,2021,Industry,53760,,2363.77,4644.86,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50909,179986
306,278.0,58,259,B2D,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,53760,,2363.77,4644.86,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179981
307,279.0,58,260,B2C,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,53760,,2363.77,4644.86,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179982
308,280.0,58,261,B2A,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,53760,,2363.77,4644.86,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179987
309,,60,309,NOG1,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",Software Company MGER,Lenovo,Germany,2022,Industry,53760,,2363.76,4644.86,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50911,180102
310,,60,310,NON1,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",Software Company MNED,Lenovo,Netherlands,2022,Industry,53760,,2363.76,4644.86,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50909,180103
311,,60,311,NOUK1,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",Software Company MUK,Lenovo,United Kingdom,2022,Industry,53760,,2363.76,4644.86,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50930,180096
312,281.0,56,170,NVIDIA DGX SuperPOD,"NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Mellanox HDR Infiniband",NVIDIA Corporation,Nvidia,United States,2020,Vendor,19840,17280.0,2356.0,2812.8,1262888.0,,62.996,89.94,Submitted,26.19524127,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Ubuntu 20.04.1 LTS,Linux,NVIDIA A100,64,AMD Rome,NVIDIA DGX A100,NVIDIA DGX,Infiniband,Mellanox HDR Infiniband,North America,48448,179910
313,282.0,56,171,ZZ1,"ThinkSystem HR630X, Xeon Silver 4110 8C 2.1GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,153600,,2354.91,10321.92,11085312.0,,,,,,,Cluster,Xeon Silver 4110 8C 2.1GHz,Intel Skylake,2100,Linux,Linux,None,8,Xeon Silver,ThinkSystem HR630X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179886
314,283.0,59,283,A12A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MIR,Lenovo,Ireland,2022,Industry,69120,,2348.44,4644.86,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50910,180067
315,284.0,59,284,A11A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MIR,Lenovo,Ireland,2022,Industry,69120,,2348.44,4644.86,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50910,180068
316,285.0,59,285,A17A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MNY,Lenovo,Norway,2022,Industry,69120,,2348.44,4644.86,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50936,180058
317,286.0,59,286,A17A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MSW,Lenovo,Switzerland,2022,Industry,69120,,2348.44,4644.86,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50935,180059
318,,60,318,UK2,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUK,Lenovo,United Kingdom,2022,Industry,69120,,2348.44,4644.86,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50930,180118
319,,60,319,UK1,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUK,Lenovo,United Kingdom,2022,Industry,69120,,2348.44,4644.86,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50930,180119
320,287.0,58,264,B1B,"ThinkSystem C2397, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,69120,,2348.44,4644.86,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179988
321,288.0,58,265,A10A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,69120,,2348.44,4644.86,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179990
322,289.0,58,266,A4A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,69120,,2348.44,4644.86,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179998
324,291.0,55,144,,"Inspur NF5468M5, Xeon 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet",Internet Company,Inspur,China,2020,Industry,48160,44800.0,2336.0,4368.0,1387000.0,,,,,,,Cluster,Xeon Platinum 8260M 24C 2.4GHz,Intel Cascade lake,2400,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum 82xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50743,179821
325,292.0,55,145,,"Inspur NF5468M5, Xeon 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet",Internet Company,Inspur,China,2020,Industry,48160,44800.0,2336.0,4368.0,1387000.0,,,,,,,Cluster,Xeon Platinum 8260M 24C 2.4GHz,Intel Cascade lake,2400,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum 82xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50743,179822
327,294.0,55,146,,"Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2020,Industry,53760,51200.0,2329.0,4480.0,1483000.0,,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179832
328,295.0,55,147,,"Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2020,Industry,53760,51200.0,2329.0,4480.0,1483000.0,,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179834
329,296.0,55,148,,"Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2020,Industry,53760,51200.0,2329.0,4480.0,1483000.0,,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179838
330,297.0,51,78,Makman-3,"PowerEdge R440/C6320p, Intel Xeon Phi 7250/Xeon Gold 6130 16C 2.1GHz, Intel Omni-Path",Saudi Aramco,DELL EMC,Saudi Arabia,2018,Industry,53300,,2322.46,3581.76,4171000.0,,,608.0,Submitted,3.819835526,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,RHEL 7.4,Linux,None,16,Xeon Gold,PowerEdge R440,Dell PowerEdge Cluster,Omnipath,Intel Omni-Path,Asia,48751,179437
331,372.0,59,372,Champollion,"Apollo 6500, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 80 GB, Mellanox HDR Infiniband",Hewlett Packard Enterprise,HPE,France,2022,Vendor,19840,17280.0,2321.0,2522.272,1300480.0,,57.4113,60.2,Submitted,38.55481728,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,RHEL 8.5,Linux,NVIDIA A100 SXM4 80 GB,64,AMD Milan,Apollo 6500,HPE Apollo,Infiniband,Mellanox HDR Infiniband,Europe,50928,180073
332,298.0,53,104,F1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,56000,,2317.95,4480.0,5184768.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179654
333,299.0,56,179,,"Inspur TS10000 HPC Server, Xeon Gold 6226R 16C 2.9GHz, NVIDIA Tesla V100, 25G Ethernet",Energy Company B,Inspur,China,2020,Industry,49920,41600.0,2316.0,4412.1,1337000.0,668500.0,,,,,,Cluster,Xeon Gold 6226R 16C 2.9GHz,Intel Cascade lake,2900,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold 62xx (Cascade Lake),Inspur TS10000 HPC Server,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50842,179869
334,300.0,55,151,,"ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,108800,,2314.21,4003.84,8079744.0,,,,,,,Cluster,Xeon Gold 5218 16C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,16,Xeon Gold,ThinkSystem SR590,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50329,179818
336,302.0,56,181,Taiwania 3,"QCT QuantaPlex T42D-2U/4N, Xeon Platinum 8280 28C 2.7GHz, InfiniBand HDR 100",National Center for High Performance Computing,Quanta Computer / Taiwan Fixed Network / ASUS Cloud,Taiwan,2020,Research,50400,,2297.56,4354.56,4354560.0,725760.0,,563.85,Submitted,4.074771659,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,CentOS,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),QCT QuantaPlex T42D-2U/4N,QCT QuantaPlex,Infiniband,InfiniBand HDR 100,Asia,48468,179902
339,305.0,51,79,,"Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2017,Industry,55104,52480.0,2287.0,4890.0,1049000.0,,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50759,179386
340,306.0,57,230,MeluXina - Cluster Module,"BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, Mellanox HDR200 InfiniBand/ParTec ParaStation ClusterSuite",LuxProvide,Atos,Luxembourg,2021,Research,73344,,2286.56,3003.18,5568192.0,,,377.21,Submitted,6.061769306,,Cluster,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,RHEL compatible,Linux,None,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,Mellanox HDR200 InfiniBand/ParTec ParaStation ClusterSuite,Europe,50882,179964
341,307.0,55,154,,"Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet",Telecom Operator (C),Inspur,China,2020,Others,47320,44800.0,2282.0,4368.0,1387000.0,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50783,179833
342,308.0,55,155,,"Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet",Telecom Operator (C),Inspur,China,2020,Others,47320,44800.0,2282.0,4368.0,1387000.0,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50783,179835
343,309.0,55,156,,"Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet",Telecom Operator (C),Inspur,China,2020,Others,47320,44800.0,2282.0,4368.0,1387000.0,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50783,179836
